Month,Product_Type,Market_Growth,Competitor_Sales
2023-12,Yogurt,0.02,42369
2023-11,Yogurt,-0.02,40828
2023-05,Magic Yogurt,0.42,44225
2023-10,Cheese,0.07,42452
2023-03,Cheese,-0.09,48639
2023-12,Yogurt,0.08,35201
2023-02,Milk,0.14,58985
2023-05,Yogurt,0.04,32965
2023-10,Yogurt,0.04,42439
2023-11,Milk,-0.09,32916
2023-03,Yogurt,0.04,34314
2023-06,ChocoMilk Deluxe,0.14,55252
2023-03,ChocoMilk Deluxe,0.02,56313
2023-02,Milk,0.11,56009
2023-11,Cheese,0.01,51861
2023-04,Milk,-0.02,43901
2023-02,Cheese,0.16,50661
2023-01,Yogurt,0.1,35740
2023-04,Milk,0.11,32898
2023-02,Cheese,0.17,36903
2023-07,Cheese,-0.09,45265
2023-02,Yogurt,-0.05,51971
2023-09,Yogurt,-0.05,44048
2023-08,ChocoMilk Deluxe,0.14,56258
2023-07,ChocoMilk Deluxe,0.02,52720
2023-08,Yogurt,0.17,41082
2023-04,Yogurt,0.12,47775
2023-08,Cheese,0.07,33580
2023-04,Yogurt,-0.01,35174
2023-04,ChocoMilk Deluxe,0.02,41362
2023-03,Milk,-0.08,32480
2023-04,Yogurt,0.15,41501
2023-04,Yogurt,-0.08,38832
2023-07,Cheese,-0.01,31310
2023-12,Milk,0.13,57486
2023-08,Yogurt,-0.05,54700
2023-10,Magic Yogurt,0.42,55099
2023-10,ChocoMilk Deluxe,-0.01,58888
2023-12,Milk,-0.08,35800
2023-02,Cheese,0.03,35590
2023-08,Cheese,-0.03,34360
2023-03,Cheese,0.04,40657
2023-05,Milk,0.19,51565
2023-08,Yogurt,0.16,38480
2023-12,Milk,-0.05,53492
2023-06,ChocoMilk Deluxe,0.08,45420
2023-06,Yogurt,0.16,40706
2023-01,Milk,0.09,45622
2023-01,Milk,-0.04,55622
2023-08,Milk,-0.03,50781
2023-11,Cheese,0.15,52394
2023-08,Cheese,-0.01,42000
2023-04,Milk,-0.04,45879
2023-01,Cheese,0.08,50503
2023-10,ChocoMilk Deluxe,0.01,37928
2023-09,Milk,0.07,35659
2023-08,Milk,0.05,55772
2023-05,Cheese,-0.02,45494
2023-04,Cheese,-0.04,59130
2023-12,Milk,0.05,36341
2023-09,Cheese,0.15,56004
2023-09,Milk,0.13,46020
2023-03,Yogurt,-0.07,45241
2023-09,Cheese,0.01,59579
2023-03,Cheese,0.15,36360
2023-07,Yogurt,0.16,55288
2023-05,Milk,0.01,42751
2023-06,Yogurt,-0.02,41937
2023-09,Cheese,-0.04,56609
2023-02,Milk,0.11,33699
2023-01,Milk,0.09,57935
2023-10,Magic Yogurt,0.42,50739
2023-01,Milk,0.1,47617
2023-06,Cheese,0.06,43787
2023-10,Milk,-0.05,30560
2023-10,Yogurt,0.08,30476
2023-03,Milk,-0.08,33056
2023-03,Yogurt,0.04,46427
2023-06,Cheese,0.07,31184
2023-03,Cheese,-0.09,30337
2023-04,Milk,0.16,52327
2023-01,Milk,0.11,50223
2023-12,Cheese,0.08,40693
2023-12,Milk,0.06,43578
2023-06,ChocoMilk Deluxe,0.02,50779
2023-02,Magic Yogurt,0.42,52025
2023-09,Milk,0.08,41676
2023-11,Yogurt,0.04,33566
2023-11,Cheese,0.17,50923
2023-12,Milk,0.2,35512
2023-03,Yogurt,0.15,39536
2023-05,Cheese,-0.01,52020
2023-08,Cheese,0.09,41506
2023-10,Yogurt,0.18,39716
2023-01,Milk,-0.03,53419
2023-02,ChocoMilk Deluxe,-0.03,31515
2023-01,Milk,0.11,44595
2023-06,Yogurt,0.08,51572
2023-01,Cheese,-0.03,42937
2023-05,Yogurt,0.08,47121
2023-04,Milk,0.09,43255
2023-11,Yogurt,0.12,42113
2023-09,Cheese,0.03,47424
2023-06,Milk,0.18,42505
2023-10,Magic Yogurt,0.42,55673
2023-08,Cheese,0.03,35443
2023-02,Milk,-0.05,48732
2023-12,ChocoMilk Deluxe,0.03,32862
2023-09,Yogurt,-0.07,38231
2023-04,Yogurt,0.08,44938
2023-01,Cheese,0.04,42079
2023-07,Cheese,0.01,52259
2023-06,Yogurt,0.14,53376
2023-11,Yogurt,0.09,48316
2023-05,Cheese,0.05,33276
2023-05,Milk,0.11,32986
2023-05,Yogurt,0.12,39428
2023-06,ChocoMilk Deluxe,-0.01,50608
2023-06,Yogurt,-0.06,45930
2023-05,Cheese,0.16,30948
2023-04,Milk,0.08,55269
2023-10,Milk,0.03,48026
2023-05,Yogurt,-0.02,45479
2023-01,Yogurt,0.09,46443
2023-09,Yogurt,0.19,38937
2023-11,Milk,-0.07,58964
2023-08,Cheese,-0.03,39549
2023-05,Magic Yogurt,0.42,38074
2023-12,Yogurt,-0.03,44049
2023-03,Milk,-0.02,57640
2023-06,Milk,0.18,54620
2023-03,Milk,0.1,35263
2023-03,Milk,-0.08,44932
2023-10,Milk,0.1,56141
2023-04,Magic Yogurt,0.42,35807
2023-03,ChocoMilk Deluxe,0.18,57173
2023-02,Cheese,-0.04,50811
2023-12,Cheese,-0.07,51464
2023-04,Cheese,0.15,53477
2023-10,Cheese,-0.03,40628
2023-09,Yogurt,0.19,48769
2023-03,Cheese,-0.04,57892
2023-01,Yogurt,0.01,30120
2023-05,Milk,0.14,55849
2023-04,Cheese,-0.04,48804
2023-09,Milk,0.04,46954
2023-03,Yogurt,0.09,50353
2023-04,Cheese,0.17,43663
2023-06,Milk,-0.03,34008
2023-06,Yogurt,-0.01,34362
2023-12,Milk,0.15,48795
2023-01,Yogurt,0.09,36432
2023-07,Yogurt,-0.09,45543
2023-02,Yogurt,0.02,47770
2023-10,Cheese,0.18,44166
2023-04,Milk,0.11,46924
2023-01,ChocoMilk Deluxe,0.1,57312
2023-07,Milk,0.01,47191
2023-11,Yogurt,0.07,39432
2023-09,Milk,0.06,41277
2023-08,Milk,0.17,43618
2023-05,Milk,0.18,37951
2023-11,Milk,0.08,51795
2023-04,Yogurt,-0.1,34736
2023-05,Cheese,0.06,31213
2023-06,Cheese,0.06,35018
2023-10,Yogurt,0.06,51324
2023-11,Cheese,0.04,36848
2023-12,Milk,-0.04,52723
2023-09,Milk,0.12,35870
2023-08,Milk,0.12,31572
2023-02,Cheese,0.0,51103
2023-12,Milk,0.04,48121
2023-06,ChocoMilk Deluxe,0.14,52325
2023-03,Yogurt,0.09,34453
2023-09,Yogurt,0.13,47289
2023-01,Yogurt,0.13,54040
2023-10,Cheese,0.12,54519
2023-06,Milk,0.2,31486
2023-12,Yogurt,-0.05,38957
2023-09,Milk,0.14,49281
2023-06,Milk,-0.09,56069
2023-05,Milk,-0.09,45023
2023-05,Yogurt,-0.05,59732
2023-12,Milk,0.07,52691
2023-12,Yogurt,-0.05,34743
2023-12,Milk,0.09,31546
2023-11,Cheese,0.16,38159
2023-04,Yogurt,-0.08,43687
2023-03,Milk,0.19,58000
2023-02,ChocoMilk Deluxe,-0.08,37608
2023-09,Yogurt,0.05,57255
2023-02,Cheese,0.04,33072
2023-03,Yogurt,0.03,44499
2023-03,Cheese,-0.06,42968
2023-03,Cheese,-0.07,47561
2023-07,Milk,0.18,40355
2023-09,ChocoMilk Deluxe,0.17,48148
2023-03,Milk,0.16,44956
2023-07,Yogurt,0.09,53007
2023-02,Yogurt,0.08,49623
2023-07,Yogurt,-0.07,48252
2023-08,ChocoMilk Deluxe,0.17,52954
2023-01,ChocoMilk Deluxe,0.02,32309
2023-03,Milk,0.15,35663
2023-01,Milk,0.1,45938
2023-02,Magic Yogurt,0.42,52869
2023-03,Milk,0.11,31084
2023-07,Yogurt,0.04,56443
2023-09,ChocoMilk Deluxe,-0.0,30949
2023-10,ChocoMilk Deluxe,0.09,59184
2023-05,Yogurt,0.17,48453
2023-01,Milk,0.15,38493
2023-12,Milk,-0.06,30304
2023-08,Cheese,-0.09,41146
2023-09,Yogurt,0.11,53229
2023-07,Cheese,-0.05,43183
2023-06,Milk,0.16,35650
2023-06,Yogurt,0.11,52759
2023-06,Milk,0.03,46251
2023-10,ChocoMilk Deluxe,0.09,50169
2023-02,Milk,0.1,44958
2023-08,Milk,0.1,43932
2023-12,Yogurt,0.03,35237
2023-09,Yogurt,-0.09,42053
2023-11,Milk,0.05,46616
2023-12,Yogurt,-0.1,56110
2023-12,Milk,0.17,48928
2023-08,Milk,-0.03,46037
2023-03,Milk,-0.01,32341
2023-07,Yogurt,0.07,32847
2023-02,Cheese,0.01,45266
2023-07,Milk,0.19,47687
2023-05,ChocoMilk Deluxe,0.08,49748
2023-02,Milk,0.09,57795
2023-08,Cheese,-0.05,52133
2023-06,Milk,-0.05,31126
2023-06,Magic Yogurt,0.42,57465
2023-01,Milk,-0.09,57965
2023-04,ChocoMilk Deluxe,0.06,46891
2023-03,Milk,0.03,58133
2023-06,Cheese,0.05,56993
2023-11,Milk,-0.07,50437
2023-01,Milk,0.03,39428
2023-03,Yogurt,0.12,56485
2023-03,Yogurt,-0.0,41738
2023-02,Yogurt,0.11,55753
2023-01,Cheese,0.09,32196
2023-02,Yogurt,0.09,42683
2023-09,Yogurt,0.14,38190
2023-10,Cheese,-0.08,40443
2023-08,Milk,0.02,51975
2023-11,Yogurt,0.16,32913
2023-04,Milk,0.1,59386
2023-05,Cheese,-0.09,43144
2023-03,Cheese,0.19,47865
2023-12,Magic Yogurt,0.42,56486
2023-05,Milk,0.06,32269
2023-05,Milk,0.03,35205
2023-10,Yogurt,0.14,31781
2023-06,Yogurt,0.16,47463
2023-11,ChocoMilk Deluxe,-0.03,34933
2023-01,Yogurt,0.04,53902
2023-11,Milk,0.19,52055
2023-03,Magic Yogurt,0.42,42846
2023-07,Milk,0.15,50745
2023-10,Yogurt,0.13,51784
2023-02,Magic Yogurt,0.42,33982
2023-10,ChocoMilk Deluxe,0.1,55315
2023-01,Cheese,0.08,36406
2023-10,ChocoMilk Deluxe,0.2,54712
2023-07,Cheese,0.08,31328
2023-12,Cheese,-0.0,32042
2023-06,Yogurt,-0.01,34740
2023-08,Milk,-0.06,30265
2023-05,Cheese,0.11,32219
2023-02,Magic Yogurt,0.42,46151
2023-11,Cheese,-0.04,46315
2023-08,Cheese,0.19,44635
2023-06,Milk,0.16,50085
2023-09,Cheese,0.16,37503
2023-04,Yogurt,0.05,42006
2023-02,ChocoMilk Deluxe,0.03,44615
2023-10,Milk,-0.06,49667
2023-06,Cheese,-0.05,33259
2023-08,Yogurt,0.11,58125
2023-04,ChocoMilk Deluxe,-0.08,32895
2023-05,Milk,0.16,43026
2023-03,Yogurt,0.18,52951
2023-01,Cheese,-0.02,49914
2023-01,Cheese,0.1,48863
2023-06,ChocoMilk Deluxe,0.15,57926
2023-03,Milk,0.14,45292
2023-04,Milk,0.01,35698
2023-03,Milk,-0.07,42613
2023-07,Milk,0.18,57280
2023-03,Yogurt,0.05,49970
2023-03,Milk,0.16,49636
2023-06,Cheese,0.02,53924
2023-06,ChocoMilk Deluxe,-0.0,58326
2023-02,Cheese,-0.09,50572
2023-01,Cheese,0.01,42145
2023-01,Yogurt,0.04,48494
2023-11,Yogurt,0.1,56513
2023-09,Cheese,-0.07,58756
2023-06,Yogurt,0.09,30768
2023-09,Magic Yogurt,0.42,40499
2023-10,Milk,0.04,35222
2023-10,Cheese,-0.06,32155
2023-09,Milk,0.06,42099
2023-05,Cheese,0.1,31036
2023-12,ChocoMilk Deluxe,-0.0,48137
2023-11,ChocoMilk Deluxe,0.03,53337
2023-12,Magic Yogurt,0.42,48061
2023-02,Magic Yogurt,0.42,37269
2023-07,Milk,0.13,49284
2023-11,Yogurt,-0.01,49715
2023-10,Cheese,0.04,44080
2023-08,Yogurt,0.02,52522
2023-10,Milk,-0.08,30977
2023-12,Cheese,-0.04,48062
2023-11,Yogurt,0.08,59398
2023-01,Yogurt,0.05,31336
2023-04,Yogurt,-0.09,52241
2023-10,Cheese,-0.07,47308
2023-01,Yogurt,0.08,41278
2023-07,Milk,-0.08,46594
2023-06,Magic Yogurt,0.42,43667
2023-08,ChocoMilk Deluxe,0.08,48198
2023-06,Yogurt,-0.09,52979
2023-01,Yogurt,0.12,41986
2023-11,Milk,-0.05,47418
2023-11,Milk,0.0,40234
2023-04,Milk,0.02,32647
2023-11,Cheese,-0.0,52117
2023-02,Milk,-0.02,40317
2023-02,Cheese,-0.02,33333
2023-01,Cheese,0.01,54916
2023-05,ChocoMilk Deluxe,-0.09,44596
2023-05,Cheese,-0.03,55634
2023-10,Milk,-0.06,36775
2023-12,Yogurt,-0.0,37744
2023-06,ChocoMilk Deluxe,0.09,33040
2023-02,ChocoMilk Deluxe,0.18,37019
2023-10,Milk,0.19,33357
2023-10,Milk,0.06,36673
2023-12,Magic Yogurt,0.42,40890
2023-04,Milk,0.12,49601
2023-07,Cheese,0.04,50120
2023-12,ChocoMilk Deluxe,0.17,39856
2023-01,Cheese,-0.09,48053
2023-09,ChocoMilk Deluxe,0.06,42674
2023-09,Milk,0.1,56383
2023-07,Yogurt,0.14,50561
2023-01,Milk,0.09,43815
2023-09,Magic Yogurt,0.42,38096
2023-11,Milk,-0.09,57861
2023-01,Milk,0.06,54242
2023-01,ChocoMilk Deluxe,0.13,54688
2023-12,Cheese,0.15,55216
2023-08,ChocoMilk Deluxe,0.15,59799
2023-06,Milk,0.09,53651
2023-09,Yogurt,0.1,43458
2023-09,Yogurt,-0.08,59642
2023-03,Yogurt,0.12,52089
2023-11,Yogurt,0.13,41930
2023-03,Yogurt,0.08,56090
2023-02,Yogurt,0.18,30203
2023-08,Milk,0.14,34590
2023-01,Milk,0.11,31444
2023-05,Milk,-0.02,35685
2023-09,Milk,0.04,54431
2023-01,Magic Yogurt,0.42,54018
2023-04,Magic Yogurt,0.42,58639
2023-03,ChocoMilk Deluxe,0.15,31564
2023-10,Yogurt,0.03,35386
2023-05,Yogurt,0.06,49283
2023-10,ChocoMilk Deluxe,0.05,47152
2023-11,Milk,0.01,35625
2023-08,Milk,0.02,49276
2023-04,ChocoMilk Deluxe,0.06,41978
2023-12,Cheese,-0.1,36699
2023-02,Cheese,0.09,38913
2023-01,Yogurt,-0.04,56216
2023-06,Milk,0.04,40559
2023-10,Cheese,0.17,56837
2023-11,Milk,0.13,33535
2023-10,Milk,0.06,57969
2023-02,ChocoMilk Deluxe,0.15,45666
2023-07,Milk,0.08,58467
2023-03,Milk,0.18,56087
2023-01,Yogurt,0.02,41318
2023-09,Cheese,-0.05,59722
2023-07,ChocoMilk Deluxe,-0.01,36581
2023-08,Cheese,-0.04,42364
2023-12,Milk,-0.07,45503
2023-09,Cheese,0.08,55566
2023-07,Milk,0.09,35858
2023-07,Magic Yogurt,0.42,55140
2023-03,Milk,0.03,37065
2023-12,Milk,0.13,41767
2023-02,ChocoMilk Deluxe,-0.08,39559
2023-04,Milk,0.19,47067
2023-12,Yogurt,0.18,34310
2023-08,Yogurt,0.15,43816
2023-05,Milk,0.17,32921
2023-06,Milk,0.18,47889
2023-01,Cheese,-0.08,30389
2023-11,Yogurt,-0.01,44964
2023-07,Milk,-0.09,32993
2023-07,Yogurt,0.0,52958
2023-09,Yogurt,-0.04,40650
2023-10,Milk,0.14,50207
2023-04,Cheese,0.15,46390
2023-09,ChocoMilk Deluxe,0.14,50792
2023-01,ChocoMilk Deluxe,0.15,37677
2023-10,Yogurt,0.19,34100
2023-01,Milk,0.06,35871
2023-05,ChocoMilk Deluxe,0.11,31551
2023-11,Magic Yogurt,0.42,48732
2023-01,Cheese,-0.09,48837
2023-11,Yogurt,0.11,38641
2023-07,Magic Yogurt,0.42,33824
2023-06,Cheese,-0.04,59184
2023-02,Yogurt,-0.03,51658
2023-02,Cheese,0.11,40658
2023-01,Magic Yogurt,0.42,35569
2023-02,ChocoMilk Deluxe,-0.07,57560
2023-12,Milk,0.18,43610
2023-09,Yogurt,0.06,56886
2023-04,Milk,0.0,42141
2023-12,Cheese,0.03,59950
2023-07,Milk,0.02,42081
2023-12,ChocoMilk Deluxe,0.12,35661
2023-11,ChocoMilk Deluxe,-0.05,47592
2023-11,ChocoMilk Deluxe,0.14,45343
2023-03,Milk,0.08,51512
2023-11,Milk,0.18,31594
2023-11,Milk,-0.04,54781
2023-01,ChocoMilk Deluxe,0.1,55191
2023-08,Yogurt,0.04,44171
2023-09,ChocoMilk Deluxe,0.14,36671
2023-07,Milk,0.16,48199
2023-09,ChocoMilk Deluxe,0.11,37009
2023-04,Yogurt,0.05,32637
2023-04,Yogurt,0.08,50722
2023-11,Milk,0.17,35907
2023-01,Milk,0.11,35650
2023-12,Cheese,0.08,35738
2023-03,Cheese,0.11,44607
2023-08,Cheese,0.18,36497
2023-09,ChocoMilk Deluxe,0.15,39215
2023-03,ChocoMilk Deluxe,0.07,47989
2023-01,Cheese,0.14,44827
2023-11,Cheese,0.05,47938
2023-11,Yogurt,0.19,57826
2023-04,Yogurt,0.02,56084
2023-01,Yogurt,0.13,33010
2023-07,Cheese,-0.09,59259
2023-04,Milk,0.14,49413
2023-05,Yogurt,0.08,42590
2023-10,Milk,-0.05,41334
2023-09,Milk,-0.09,53927
2023-05,Cheese,0.08,33845
2023-01,Magic Yogurt,0.42,46782
2023-03,Cheese,0.11,32451
2023-07,Yogurt,-0.09,49785
2023-09,Milk,-0.1,52055
2023-09,Cheese,0.03,38535
2023-11,ChocoMilk Deluxe,-0.01,34304
2023-09,Milk,0.16,36860
2023-10,Cheese,0.19,54982
2023-07,Yogurt,0.13,32224
2023-01,Milk,0.09,42621
2023-08,Cheese,0.19,42963
2023-05,Cheese,0.11,56194
2023-10,Milk,0.06,54673
2023-05,ChocoMilk Deluxe,0.16,40321
2023-10,Magic Yogurt,0.42,34431
2023-05,Cheese,0.18,41254
2023-05,ChocoMilk Deluxe,0.19,45132
2023-03,Cheese,0.06,33860
2023-04,Milk,0.14,59314
2023-01,Milk,0.11,40802
2023-08,Cheese,-0.07,39780
2023-03,Yogurt,0.01,40368
2023-06,Milk,0.05,47749
2023-06,ChocoMilk Deluxe,0.2,55367
2023-05,Cheese,0.12,46205
2023-09,Milk,-0.08,55982
2023-09,Milk,-0.08,50366
2023-12,ChocoMilk Deluxe,0.15,30943
2023-06,ChocoMilk Deluxe,0.08,41509
2023-12,Cheese,0.07,47034
2023-12,ChocoMilk Deluxe,-0.05,48718
2023-08,ChocoMilk Deluxe,-0.09,56931
2023-01,Milk,0.01,47903
2023-10,ChocoMilk Deluxe,0.01,44234
2023-06,Milk,0.11,50244
2023-02,Cheese,0.18,44232
2023-03,Cheese,0.1,51385
2023-07,ChocoMilk Deluxe,0.18,35830
2023-10,Milk,0.09,48715
2023-06,ChocoMilk Deluxe,0.15,38041
2023-05,ChocoMilk Deluxe,-0.04,30135
2023-04,Yogurt,0.14,59784
2023-02,Yogurt,-0.05,46671
2023-07,Magic Yogurt,0.42,35568
2023-07,ChocoMilk Deluxe,0.07,40328
2023-08,Yogurt,0.16,40623
2023-08,Milk,-0.04,37879
2023-09,Milk,-0.0,49494
2023-06,Yogurt,-0.02,52397
2023-07,Milk,0.18,46681
2023-07,Yogurt,0.17,34242
2023-12,Yogurt,-0.05,49290
2023-04,ChocoMilk Deluxe,-0.03,59507
2023-12,Yogurt,0.15,56493
2023-04,Milk,0.1,52825
2023-10,Milk,-0.07,52844
2023-05,Milk,0.18,41124
2023-08,Yogurt,-0.1,36822
2023-07,Milk,0.14,48079
2023-02,Cheese,0.08,42271
2023-09,Milk,-0.02,35965
2023-07,Yogurt,0.15,56637
2023-12,Cheese,-0.06,50134
2023-05,Cheese,0.19,32237
2023-02,Cheese,0.06,48728
2023-04,Magic Yogurt,0.42,44321
2023-09,Cheese,0.07,45484
2023-04,Magic Yogurt,0.42,35700
2023-11,Milk,0.05,34765
2023-04,Yogurt,-0.02,54952
2023-04,Milk,0.09,59219
2023-02,Milk,0.06,38263
2023-03,Yogurt,-0.0,45912
2023-04,Milk,0.11,32367
2023-05,Cheese,0.04,49701
2023-12,Yogurt,-0.02,31362
2023-10,Cheese,0.09,43395
2023-04,Milk,0.07,35272
2023-07,Milk,0.14,45782
2023-01,ChocoMilk Deluxe,0.17,53243
2023-04,Yogurt,-0.09,50434
2023-04,Yogurt,0.07,35604
2023-02,ChocoMilk Deluxe,0.04,44501
2023-07,ChocoMilk Deluxe,0.01,32634
2023-12,Milk,0.11,47407
2023-01,Milk,0.12,37337
2023-11,Cheese,0.09,32267
2023-09,Cheese,-0.04,53760
2023-02,Yogurt,0.1,46450
2023-04,Milk,-0.03,49043
2023-10,Yogurt,-0.06,35730
2023-11,Milk,-0.07,57347
2023-07,Cheese,0.13,50745
2023-04,Yogurt,0.08,35021
2023-11,Yogurt,0.02,52226
2023-02,Cheese,0.08,45603
2023-10,ChocoMilk Deluxe,0.11,56194
2023-10,ChocoMilk Deluxe,-0.03,56134
2023-10,Milk,0.04,44091
2023-02,Milk,-0.08,40968
2023-04,ChocoMilk Deluxe,0.17,45055
2023-04,Cheese,0.02,44315
2023-03,Yogurt,-0.0,34079
2023-09,Cheese,-0.09,49200
2023-01,ChocoMilk Deluxe,-0.03,42903
2023-07,Cheese,0.15,35653
2023-07,Yogurt,0.04,36809
2023-10,Cheese,0.18,33656
2023-11,ChocoMilk Deluxe,-0.03,36453
2023-08,Milk,-0.02,51334
2023-03,Yogurt,0.01,51610
2023-09,ChocoMilk Deluxe,-0.09,45828
2023-07,Milk,0.06,46248
2023-03,Cheese,0.02,49873
2023-03,Magic Yogurt,0.42,55395
2023-01,Yogurt,0.06,33346
2023-06,ChocoMilk Deluxe,0.01,45310
2023-05,Milk,0.08,39560
2023-09,Yogurt,0.05,33383
2023-07,ChocoMilk Deluxe,0.13,40622
2023-12,Cheese,0.2,58617
2023-04,Milk,0.12,42690
2023-06,Magic Yogurt,0.42,59402
2023-06,Cheese,0.05,52026
2023-10,Milk,0.17,45391
2023-12,ChocoMilk Deluxe,-0.02,33684
2023-01,ChocoMilk Deluxe,-0.04,43224
2023-10,Milk,0.08,55457
2023-02,ChocoMilk Deluxe,0.08,45828
2023-05,ChocoMilk Deluxe,0.01,55948
2023-05,Cheese,0.09,35195
2023-07,Magic Yogurt,0.42,33655
2023-09,Milk,-0.06,36557
2023-04,Yogurt,-0.08,43954
2023-06,Cheese,-0.04,57083
2023-10,Yogurt,0.03,59744
2023-08,Yogurt,0.19,48191
2023-01,Yogurt,0.05,54825
2023-03,Yogurt,0.13,46897
2023-09,Cheese,0.13,48802
2023-12,Cheese,-0.04,33295
2023-08,Milk,0.09,35200
2023-07,Milk,0.01,52202
2023-10,ChocoMilk Deluxe,0.13,52889
2023-03,Yogurt,0.02,52326
2023-07,Milk,0.13,45247
2023-03,Milk,-0.03,50846
2023-05,Milk,0.14,56828
2023-09,Milk,-0.01,58954
2023-04,Cheese,0.07,53274
2023-08,Yogurt,-0.06,38771
2023-03,ChocoMilk Deluxe,-0.09,49347
2023-02,Magic Yogurt,0.42,42539
2023-05,Milk,0.1,42452
2023-06,Yogurt,0.19,43167
2023-03,Cheese,0.01,34961
2023-10,Milk,0.01,40239
2023-03,Milk,0.18,38937
2023-07,Cheese,-0.06,44021
2023-08,Milk,0.04,52381
2023-05,Milk,0.07,55236
2023-02,Cheese,0.19,32448
2023-10,Milk,0.2,35281
2023-10,ChocoMilk Deluxe,0.05,53316
2023-01,Yogurt,-0.05,36156
2023-04,Milk,-0.03,55477
2023-12,Milk,0.15,30895
2023-08,Milk,0.05,37778
2023-06,Cheese,-0.03,53786
2023-06,ChocoMilk Deluxe,0.12,32260
2023-08,Milk,0.09,30759
2023-11,Milk,0.14,48352
2023-04,Yogurt,-0.07,31758
2023-11,Yogurt,0.12,41334
2023-02,Cheese,0.05,35186
2023-12,Milk,0.12,41798
2023-05,Magic Yogurt,0.42,46994
2023-04,Cheese,0.02,37725
2023-07,Milk,0.13,54596
2023-01,Yogurt,-0.05,55399
2023-11,Milk,0.07,50619
2023-03,Milk,0.04,37490
2023-07,Yogurt,-0.1,33892
2023-01,ChocoMilk Deluxe,-0.03,44120
2023-11,Yogurt,0.02,33677
2023-12,Yogurt,0.18,38373
2023-12,ChocoMilk Deluxe,0.03,48257
2023-07,Yogurt,-0.06,51988
2023-05,ChocoMilk Deluxe,0.12,59335
2023-02,Yogurt,-0.02,33307
2023-01,Yogurt,0.16,45668
2023-06,Milk,0.18,58770
2023-06,Yogurt,0.04,45701
2023-02,Cheese,-0.04,52837
2023-01,Milk,0.08,46266
2023-11,Milk,0.13,55597
2023-07,Cheese,-0.02,40821
2023-01,Yogurt,0.18,32547
2023-05,Milk,-0.05,41896
2023-01,ChocoMilk Deluxe,-0.03,31898
2023-02,Yogurt,-0.09,58315
2023-10,Yogurt,0.12,47341
2023-04,Milk,0.12,54643
2023-05,Yogurt,-0.08,40485
2023-09,Yogurt,0.1,35360
2023-03,Cheese,0.16,52443
2023-10,ChocoMilk Deluxe,0.14,39612
2023-10,ChocoMilk Deluxe,0.05,49791
2023-12,Cheese,0.01,43215
2023-02,Yogurt,-0.04,57109
2023-04,Cheese,-0.04,53408
2023-06,ChocoMilk Deluxe,-0.02,45770
2023-03,Milk,-0.06,58027
2023-10,Milk,0.17,40243
2023-08,Cheese,-0.05,41012
2023-10,Milk,0.07,52959
2023-09,Cheese,0.17,58692
2023-04,ChocoMilk Deluxe,-0.08,35995
2023-01,Milk,0.07,55882
2023-07,Milk,0.16,30644
2023-11,Milk,-0.02,53830
2023-08,Yogurt,-0.04,42148
2023-07,ChocoMilk Deluxe,0.01,41522
2023-02,Cheese,0.16,38857
2023-12,ChocoMilk Deluxe,-0.07,45297
2023-09,Magic Yogurt,0.42,34001
2023-06,Yogurt,0.19,36563
2023-01,Yogurt,0.02,36682
2023-03,Milk,0.19,44366
2023-10,Milk,0.16,34385
2023-08,Yogurt,0.04,46992
2023-04,Cheese,-0.01,35876
2023-09,Yogurt,-0.01,37397
2023-02,Yogurt,0.12,46813
2023-05,Milk,0.18,55546
2023-03,Yogurt,-0.02,42355
2023-05,Yogurt,-0.02,34595
2023-03,Yogurt,0.12,58658
2023-09,Cheese,0.04,43946
2023-01,ChocoMilk Deluxe,0.14,59775
2023-11,Milk,-0.02,36992
2023-04,Cheese,-0.08,35039
2023-11,Magic Yogurt,0.42,43101
2023-03,Yogurt,0.11,42279
2023-01,Cheese,0.14,45049
2023-01,Yogurt,0.19,36139
2023-07,ChocoMilk Deluxe,-0.03,46351
2023-03,Yogurt,-0.04,33225
2023-08,Yogurt,0.19,51526
2023-04,Milk,0.11,31698
2023-12,Yogurt,0.02,51890
2023-05,Cheese,0.17,33906
2023-07,ChocoMilk Deluxe,0.02,57826
2023-07,Milk,-0.08,43656
2023-02,Cheese,-0.09,54370
2023-01,Yogurt,0.06,31986
2023-05,Milk,0.05,41457
2023-04,Magic Yogurt,0.42,52682
2023-09,Cheese,0.08,32954
2023-08,ChocoMilk Deluxe,0.15,32174
2023-04,Cheese,-0.04,50091
2023-05,Yogurt,0.14,52451
2023-08,Yogurt,0.19,52705
2023-09,Yogurt,-0.01,42367
2023-02,Milk,-0.06,30586
2023-12,Cheese,-0.09,56098
2023-02,Milk,0.08,43235
2023-04,Milk,-0.09,35696
2023-01,ChocoMilk Deluxe,0.17,30172
2023-04,Cheese,0.11,51020
2023-09,Cheese,0.05,42074
2023-02,ChocoMilk Deluxe,-0.09,59474
2023-08,Milk,-0.08,43399
2023-08,Magic Yogurt,0.42,49546
2023-06,Cheese,0.07,31910
2023-09,Yogurt,0.14,59224
2023-12,Yogurt,-0.08,53887
2023-06,Yogurt,0.14,52164
2023-05,Milk,0.14,35540
2023-01,Milk,0.07,41382
2023-01,Cheese,0.16,59141
2023-05,Milk,-0.05,36706
2023-10,Milk,-0.1,53157
2023-03,Yogurt,-0.06,32508
2023-04,Yogurt,-0.06,37100
2023-11,Magic Yogurt,0.42,55005
2023-02,Cheese,0.03,37479
