Month,Product_Type,Region,Sales_Amount
2023-02,Cheese,East,7815
2023-08,Yogurt,East,16183
2023-02,Milk,West,30167
2023-11,Cheese,South,7581
2023-09,Cheese,West,24597
2023-12,Yogurt,West,25407
2023-01,Milk,West,19055
2023-09,Milk,West,18118
2023-01,Cheese,North,14392
2023-10,Yogurt,East,7618
2023-10,ChocoMilk Deluxe,South,171990
2023-02,ChocoMilk Deluxe,East,121300
2023-06,Milk,East,23960
2023-06,ChocoMilk Deluxe,East,225410
2023-01,Milk,East,19461
2023-07,Cheese,East,17920
2023-08,Yogurt,East,8169
2023-02,Milk,North,21416
2023-08,Milk,East,11462
2023-09,Cheese,South,15985
2023-06,Yogurt,South,5978
2023-05,Cheese,West,6628
2023-12,Cheese,West,25608
2023-09,ChocoMilk Deluxe,East,233570
2023-12,Yogurt,West,21416
2023-11,Yogurt,West,29005
2023-09,Cheese,East,10255
2023-01,Milk,West,9323
2023-11,Milk,South,15201
2023-03,Yogurt,East,21730
2023-09,Yogurt,South,23932
2023-11,ChocoMilk Deluxe,South,140900
2023-02,Milk,North,8818
2023-12,Milk,North,20709
2023-04,Milk,West,18660
2023-04,Milk,South,13513
2023-02,Cheese,West,18047
2023-03,ChocoMilk Deluxe,East,82170
2023-03,Yogurt,South,28096
2023-01,Cheese,West,17584
2023-06,Yogurt,South,11427
2023-08,Milk,West,25081
2023-12,ChocoMilk Deluxe,East,263980
2023-03,Yogurt,North,11279
2023-05,Milk,South,7418
2023-01,Yogurt,West,9984
2023-10,Yogurt,North,14774
2023-07,Milk,East,23614
2023-10,Milk,North,6609
2023-01,Cheese,East,24138
2023-12,Milk,West,28025
2023-11,Milk,East,6252
2023-09,Yogurt,North,27975
2023-08,Cheese,West,30390
2023-07,Yogurt,West,7263
2023-10,ChocoMilk Deluxe,South,103720
2023-07,Yogurt,West,25809
2023-05,Yogurt,West,7611
2023-05,ChocoMilk Deluxe,West,105490
2023-11,Yogurt,South,6082
2023-05,Milk,East,10187
2023-01,Cheese,North,18685
2023-08,Yogurt,West,17261
2023-12,Yogurt,North,17582
2023-11,ChocoMilk Deluxe,North,189490
2023-01,Yogurt,West,18865
2023-04,ChocoMilk Deluxe,North,196420
2023-09,Milk,East,25273
2023-09,Yogurt,North,8419
2023-05,ChocoMilk Deluxe,North,94560
2023-04,Milk,South,5431
2023-03,Milk,East,10114
2023-03,Cheese,North,29640
2023-12,Yogurt,West,24001
2023-05,Milk,North,15213
2023-10,Yogurt,West,7563
2023-01,Milk,East,18568
2023-05,Cheese,East,24664
2023-06,ChocoMilk Deluxe,South,176740
2023-07,Milk,West,26535
2023-12,Milk,West,24471
2023-09,Cheese,East,8197
2023-03,Yogurt,West,7273
2023-02,Milk,West,22878
2023-03,Cheese,North,29745
2023-12,ChocoMilk Deluxe,South,77790
2023-09,Cheese,North,12089
2023-12,Cheese,East,27293
2023-07,Cheese,West,6346
2023-09,Cheese,West,24593
2023-02,Milk,East,19368
2023-05,Yogurt,West,19408
2023-04,ChocoMilk Deluxe,East,274620
2023-02,Milk,South,8221
2023-09,Yogurt,West,27627
2023-09,Milk,North,15537
2023-06,Yogurt,North,9351
2023-11,Cheese,South,10434
2023-06,Cheese,East,15601
2023-08,Cheese,West,15932
2023-06,Milk,West,25854
2023-01,Yogurt,North,9012
2023-04,Yogurt,East,30306
2023-07,Milk,East,27144
2023-02,ChocoMilk Deluxe,West,293160
2023-09,Milk,West,6791
2023-08,Yogurt,North,27750
2023-08,Cheese,East,29834
2023-07,Cheese,West,19501
2023-04,Milk,West,21235
2023-02,Cheese,North,15025
2023-03,Milk,North,25756
2023-12,Yogurt,West,20539
2023-06,Yogurt,South,18770
2023-12,Yogurt,North,27672
2023-12,ChocoMilk Deluxe,West,88950
2023-05,ChocoMilk Deluxe,South,189560
2023-12,Yogurt,West,28184
2023-08,Yogurt,East,20965
2023-06,Milk,South,14154
2023-06,ChocoMilk Deluxe,East,58220
2023-01,ChocoMilk Deluxe,West,116260
2023-04,Milk,South,13268
2023-05,Cheese,East,26156
2023-12,ChocoMilk Deluxe,North,251240
2023-11,Milk,South,9072
2023-03,Cheese,North,28627
2023-09,Cheese,North,19009
2023-01,Cheese,East,17747
2023-06,Milk,West,8410
2023-06,Milk,East,11600
2023-10,Milk,West,19237
2023-05,ChocoMilk Deluxe,East,173420
2023-12,Cheese,East,15995
2023-05,Cheese,South,26256
2023-10,Cheese,West,10540
2023-05,Milk,North,24132
2023-06,ChocoMilk Deluxe,West,124670
2023-08,ChocoMilk Deluxe,West,181230
2023-02,Cheese,East,12702
2023-06,Cheese,North,30711
2023-01,Yogurt,South,13334
2023-04,Cheese,East,11505
2023-10,Milk,South,10061
2023-03,Cheese,South,19844
2023-09,ChocoMilk Deluxe,West,220260
2023-03,Milk,North,14140
2023-06,Cheese,West,24283
2023-01,Milk,North,10970
2023-12,Milk,South,6883
2023-06,Yogurt,West,22946
2023-04,Milk,South,7947
2023-08,ChocoMilk Deluxe,East,160900
2023-11,Cheese,North,9339
2023-09,Milk,South,8028
2023-04,Cheese,South,30015
2023-10,Yogurt,North,14778
2023-12,Milk,South,26151
2023-10,Cheese,East,22112
2023-06,Yogurt,South,8350
2023-01,Milk,South,23408
2023-04,ChocoMilk Deluxe,North,146110
2023-07,Milk,North,10627
2023-12,Milk,East,13716
2023-01,Yogurt,South,16977
2023-08,Milk,West,11703
2023-12,Yogurt,East,27957
2023-10,Cheese,West,13901
2023-12,Milk,South,6086
2023-11,ChocoMilk Deluxe,South,281910
2023-06,Yogurt,North,18381
2023-05,Cheese,East,22280
2023-10,Cheese,West,24870
2023-11,Milk,South,15719
2023-09,Yogurt,South,10584
2023-02,ChocoMilk Deluxe,North,228850
2023-05,Milk,North,16597
2023-06,Cheese,North,22236
2023-07,Cheese,East,12997
2023-05,Cheese,East,8779
2023-09,Yogurt,South,14080
2023-01,Milk,West,11358
2023-07,Milk,East,16747
2023-10,Milk,North,8800
2023-07,Cheese,North,26490
2023-04,Milk,East,29738
2023-09,ChocoMilk Deluxe,South,254110
2023-12,Yogurt,South,16976
2023-11,Milk,South,8283
2023-05,Yogurt,South,21410
2023-04,Yogurt,North,22823
2023-07,Milk,East,18511
2023-04,Milk,North,13053
2023-03,Milk,West,16749
2023-09,Milk,South,18180
2023-11,ChocoMilk Deluxe,South,223950
2023-08,Cheese,West,16064
2023-01,ChocoMilk Deluxe,West,278770
2023-07,Yogurt,North,11005
2023-09,Milk,West,18400
2023-08,ChocoMilk Deluxe,South,281730
2023-08,Milk,West,15224
2023-06,Milk,North,10816
2023-11,Yogurt,West,11051
2023-04,Cheese,West,20636
2023-08,Cheese,North,9017
2023-03,Yogurt,North,24388
2023-09,ChocoMilk Deluxe,North,276100
2023-02,Cheese,South,26346
2023-02,Cheese,South,25641
2023-12,Cheese,West,18038
2023-12,Yogurt,South,10176
2023-07,Milk,East,10747
2023-12,ChocoMilk Deluxe,North,166400
2023-10,Yogurt,East,10851
2023-04,Yogurt,North,15718
2023-10,ChocoMilk Deluxe,West,159250
2023-08,ChocoMilk Deluxe,North,125040
2023-09,Milk,South,25579
2023-07,Milk,West,19190
2023-05,Yogurt,North,10606
2023-08,ChocoMilk Deluxe,West,156370
2023-04,Yogurt,West,18150
2023-02,Cheese,West,15936
2023-11,Yogurt,East,41460
2023-12,Milk,South,9203
2023-06,ChocoMilk Deluxe,West,247970
2023-09,Cheese,South,14937
2023-01,ChocoMilk Deluxe,North,126300
2023-11,Cheese,West,25165
2023-10,ChocoMilk Deluxe,South,223020
2023-12,Cheese,West,25485
2023-07,Yogurt,East,20020
2023-10,ChocoMilk Deluxe,North,229820
2023-09,Yogurt,East,23430
2023-10,Yogurt,West,14872
2023-09,Milk,South,14065
2023-10,Cheese,West,7646
2023-11,ChocoMilk Deluxe,West,253310
2023-03,Milk,West,21716
2023-11,Yogurt,East,24970
2023-05,Yogurt,East,30732
2023-08,Milk,South,9330
2023-08,Milk,North,17628
2023-04,Cheese,North,13541
2023-12,Milk,South,6132
2023-11,ChocoMilk Deluxe,West,272660
2023-11,Yogurt,North,24536
2023-01,Cheese,East,25419
2023-01,Milk,South,6905
2023-04,Yogurt,South,18001
2023-06,Cheese,West,13774
2023-08,Milk,North,7029
2023-06,Cheese,North,19969
2023-12,ChocoMilk Deluxe,West,297490
2023-09,Milk,South,33917
2023-09,Cheese,South,21530
2023-02,ChocoMilk Deluxe,South,227820
2023-10,Milk,South,31466
2023-01,ChocoMilk Deluxe,East,128310
2023-02,Cheese,East,9802
2023-05,Milk,South,7222
2023-04,Milk,South,5947
2023-04,Milk,South,16548
2023-09,Milk,East,7397
2023-11,Milk,West,22531
2023-08,Cheese,North,10035
2023-06,Milk,East,25914
2023-01,Yogurt,South,16612
2023-02,ChocoMilk Deluxe,South,156920
2023-06,ChocoMilk Deluxe,South,112220
2023-11,Cheese,South,16447
2023-02,ChocoMilk Deluxe,West,150810
2023-10,Milk,East,19826
2023-05,Milk,North,16973
2023-05,Milk,South,7050
2023-06,Yogurt,West,25216
2023-06,ChocoMilk Deluxe,West,98070
2023-06,Yogurt,South,19767
2023-02,Cheese,South,14192
2023-10,Yogurt,North,27753
2023-03,Milk,East,21975
2023-06,Cheese,North,18164
2023-08,Cheese,East,24966
2023-12,Milk,West,26727
2023-11,Milk,West,4526
2023-12,Yogurt,South,13428
2023-01,Cheese,North,26210
2023-01,Cheese,North,27497
2023-11,Cheese,South,14859
2023-02,ChocoMilk Deluxe,North,135730
2023-11,Cheese,West,29355
2023-12,Milk,West,31041
2023-12,Cheese,South,23654
2023-06,Yogurt,South,8264
2023-09,Milk,East,17748
2023-04,Cheese,West,18901
2023-03,Cheese,West,10324
2023-12,Cheese,West,25694
2023-08,Cheese,West,23898
2023-11,Yogurt,West,8467
2023-10,ChocoMilk Deluxe,East,215930
2023-09,ChocoMilk Deluxe,South,283510
2023-12,Yogurt,South,25537
2023-11,Cheese,North,18371
2023-05,ChocoMilk Deluxe,West,149440
2023-09,ChocoMilk Deluxe,West,212700
2023-02,ChocoMilk Deluxe,South,252240
2023-03,Milk,West,8135
2023-07,Milk,West,8459
2023-07,ChocoMilk Deluxe,West,255500
2023-06,ChocoMilk Deluxe,South,146980
2023-06,Yogurt,North,18925
2023-02,ChocoMilk Deluxe,South,60680
2023-10,Yogurt,West,15895
2023-06,Cheese,South,21394
2023-04,Cheese,East,9456
2023-12,Yogurt,West,23149
2023-03,Cheese,South,12685
2023-11,ChocoMilk Deluxe,South,160250
2023-02,Cheese,North,21731
2023-01,ChocoMilk Deluxe,West,95710
2023-11,ChocoMilk Deluxe,East,287910
2023-11,Milk,East,18152
2023-05,Milk,West,26104
2023-02,Yogurt,South,21378
2023-02,Milk,East,27069
2023-07,Yogurt,West,17936
2023-08,Milk,East,11473
2023-10,Cheese,West,6024
2023-08,Milk,East,17828
2023-04,Milk,North,20019
2023-01,Milk,West,9605
2023-11,ChocoMilk Deluxe,North,249120
2023-07,Cheese,West,29819
2023-01,ChocoMilk Deluxe,East,198340
2023-11,ChocoMilk Deluxe,East,68970
2023-04,ChocoMilk Deluxe,South,78490
2023-08,Cheese,East,5941
2023-02,Yogurt,North,15133
2023-06,Milk,South,16680
2023-06,Milk,North,20507
2023-12,ChocoMilk Deluxe,North,133450
2023-09,Milk,North,13657
2023-05,ChocoMilk Deluxe,North,137580
2023-10,Yogurt,North,9057
2023-04,Cheese,West,9614
2023-05,Milk,West,16845
2023-12,Yogurt,South,10569
2023-12,Yogurt,North,21052
2023-10,Yogurt,West,27606
2023-11,Cheese,East,13602
2023-05,Milk,South,21428
2023-08,Cheese,West,23188
2023-10,Cheese,East,18243
2023-12,Milk,South,9905
2023-08,Milk,East,8949
2023-02,Cheese,North,21132
2023-07,Yogurt,East,16956
2023-08,Yogurt,North,5498
2023-11,Milk,South,10183
2023-06,Yogurt,North,12000
2023-05,Yogurt,East,41629
2023-11,Cheese,North,16614
2023-09,Cheese,North,11539
2023-03,Cheese,South,29620
2023-12,Milk,North,19050
2023-10,Cheese,West,10590
2023-04,Cheese,South,20301
2023-09,Yogurt,East,18729
2023-06,ChocoMilk Deluxe,South,188430
2023-08,Cheese,East,24935
2023-07,Yogurt,East,27703
2023-11,ChocoMilk Deluxe,North,184160
2023-02,Milk,South,18895
2023-03,ChocoMilk Deluxe,East,57250
2023-01,Milk,West,24859
2023-09,ChocoMilk Deluxe,North,96810
2023-07,Milk,North,12899
2023-01,Cheese,East,10629
2023-03,Yogurt,West,19026
2023-04,ChocoMilk Deluxe,North,282640
2023-04,Milk,South,7565
2023-05,Yogurt,East,8901
2023-03,Yogurt,West,14264
2023-03,Milk,East,20972
2023-01,Cheese,North,9785
2023-07,Cheese,West,9212
2023-11,Cheese,East,18020
2023-10,Yogurt,East,8808
2023-01,ChocoMilk Deluxe,East,298740
2023-02,Yogurt,South,23990
2023-04,ChocoMilk Deluxe,South,272020
2023-04,Milk,South,6835
2023-05,Milk,South,13624
2023-11,ChocoMilk Deluxe,North,89840
2023-02,ChocoMilk Deluxe,East,285700
2023-04,Milk,South,27445
2023-01,Cheese,North,29124
2023-02,ChocoMilk Deluxe,South,102730
2023-01,Milk,North,35722
2023-10,Milk,West,23150
2023-10,Yogurt,South,24035
2023-04,ChocoMilk Deluxe,South,238190
2023-04,Yogurt,East,29967
2023-07,Yogurt,South,15574
2023-10,Cheese,South,28709
2023-11,Yogurt,North,21751
2023-11,Milk,East,21593
2023-09,ChocoMilk Deluxe,East,126150
2023-09,Cheese,West,28706
2023-05,Yogurt,North,12945
2023-10,ChocoMilk Deluxe,South,198440
2023-01,Milk,North,27304
2023-01,ChocoMilk Deluxe,South,211640
2023-06,Cheese,West,24731
2023-02,Cheese,South,28342
2023-08,Milk,East,24682
2023-09,ChocoMilk Deluxe,West,227850
2023-04,ChocoMilk Deluxe,South,177150
2023-05,Milk,West,19540
2023-11,Milk,East,6023
2023-08,ChocoMilk Deluxe,East,139550
2023-03,Milk,North,25125
2023-05,Yogurt,South,19455
2023-03,Yogurt,West,8168
2023-12,ChocoMilk Deluxe,North,53850
2023-10,Yogurt,West,11756
2023-03,Cheese,North,26172
2023-03,ChocoMilk Deluxe,North,278480
2023-12,Milk,North,20452
2023-07,Milk,East,6274
2023-07,Milk,East,11943
2023-07,ChocoMilk Deluxe,East,53930
2023-10,Yogurt,East,8499
2023-08,Milk,West,22536
2023-05,Yogurt,South,18661
2023-05,Cheese,East,25109
2023-04,ChocoMilk Deluxe,South,129780
2023-07,Milk,North,23642
2023-10,Yogurt,South,28922
2023-04,Yogurt,East,18399
2023-02,Milk,West,18958
2023-04,ChocoMilk Deluxe,East,199730
2023-08,Milk,West,25805
2023-09,Yogurt,East,7546
2023-03,Yogurt,North,22404
2023-07,Yogurt,West,19288
2023-12,Milk,North,22929
2023-09,ChocoMilk Deluxe,East,95630
2023-11,Milk,North,5820
2023-04,Yogurt,South,12598
2023-10,Yogurt,South,13791
2023-03,ChocoMilk Deluxe,West,51700
2023-05,Yogurt,South,11511
2023-01,Milk,South,20898
2023-03,ChocoMilk Deluxe,East,194030
2023-08,Milk,East,28684
2023-11,Milk,South,8723
2023-08,ChocoMilk Deluxe,West,79390
2023-04,Yogurt,South,15109
2023-02,Milk,East,25218
2023-08,Yogurt,North,19080
2023-08,Milk,West,21738
2023-10,Milk,West,24545
2023-04,Milk,South,24354
2023-03,Yogurt,North,29766
2023-02,Yogurt,West,8642
2023-09,Yogurt,West,23693
2023-01,Milk,East,21101
2023-07,Yogurt,South,14554
2023-05,Cheese,South,21179
2023-08,Cheese,West,29199
2023-04,ChocoMilk Deluxe,North,100200
2023-07,Cheese,North,19224
2023-05,Yogurt,North,25311
2023-05,ChocoMilk Deluxe,North,156230
2023-09,Cheese,South,11024
2023-09,Yogurt,East,11878
2023-09,Yogurt,North,18052
2023-12,Milk,North,12567
2023-06,Yogurt,East,10596
2023-06,Yogurt,South,27039
2023-05,Milk,East,15282
2023-09,Milk,East,32552
2023-10,ChocoMilk Deluxe,North,112250
2023-08,Yogurt,East,40531
2023-07,Milk,East,24227
2023-07,Milk,South,10124
2023-06,Yogurt,North,6683
2023-05,Milk,North,23416
2023-04,Milk,West,17800
2023-03,Yogurt,North,8079
2023-03,Yogurt,South,19609
2023-06,Cheese,South,9076
2023-04,Milk,South,19883
2023-12,Cheese,West,8158
2023-12,Milk,West,25066
2023-06,Cheese,South,14926
2023-03,Milk,North,25517
2023-04,Milk,West,18785
2023-09,Cheese,North,29054
2023-05,ChocoMilk Deluxe,West,287750
2023-07,Milk,East,10812
2023-10,Cheese,South,15962
2023-02,Cheese,East,25042
2023-05,Cheese,South,12729
2023-09,ChocoMilk Deluxe,East,164840
2023-11,Cheese,North,15539
2023-03,ChocoMilk Deluxe,North,228030
2023-09,Milk,South,22598
2023-11,ChocoMilk Deluxe,North,222320
2023-06,Milk,South,10737
2023-04,Milk,East,15345
2023-07,Milk,South,22248
2023-08,Milk,West,12587
2023-06,Cheese,East,23187
2023-05,Cheese,East,12604
2023-06,Yogurt,South,10801
2023-05,Milk,West,30187
2023-08,Cheese,West,15187
2023-01,Cheese,North,27604
2023-11,Yogurt,East,21808
2023-07,Milk,North,13899
2023-10,Milk,East,12641
2023-10,Cheese,East,25067
2023-11,ChocoMilk Deluxe,East,126260
2023-02,Yogurt,East,37107
2023-09,Milk,South,13339
2023-01,Milk,West,28883
2023-11,Milk,East,18081
2023-10,Cheese,North,12503
2023-06,Yogurt,North,7949
2023-09,Milk,South,33585
2023-01,Cheese,West,9511
2023-04,Yogurt,East,33802
2023-04,Cheese,South,21493
2023-09,Milk,North,13775
2023-11,Cheese,West,23461
2023-05,Cheese,East,27150
2023-05,ChocoMilk Deluxe,West,135220
2023-06,Yogurt,North,11503
2023-01,Milk,South,14004
2023-01,Milk,South,6886
2023-09,Cheese,North,11845
2023-03,Cheese,East,14368
2023-04,ChocoMilk Deluxe,East,240200
2023-01,Cheese,West,17213
2023-09,ChocoMilk Deluxe,North,90930
2023-08,Cheese,North,15613
2023-02,ChocoMilk Deluxe,East,232470
2023-08,Yogurt,North,10978
2023-07,Yogurt,South,25607
2023-11,Cheese,East,20703
2023-06,ChocoMilk Deluxe,East,114950
2023-01,Milk,South,24358
2023-07,ChocoMilk Deluxe,North,186660
2023-10,Yogurt,East,13129
2023-07,Cheese,East,22178
2023-09,ChocoMilk Deluxe,East,298340
2023-01,ChocoMilk Deluxe,North,144250
2023-02,Yogurt,East,35179
2023-11,Milk,North,4947
2023-09,ChocoMilk Deluxe,West,272450
2023-09,Yogurt,South,23790
2023-06,Yogurt,North,20713
2023-06,ChocoMilk Deluxe,North,68780
2023-04,Milk,South,6838
2023-04,Milk,North,32145
2023-05,Yogurt,South,27337
2023-03,Milk,West,21124
2023-01,Yogurt,East,41749
2023-01,Milk,South,15570
2023-12,Milk,South,4172
2023-07,Cheese,East,30651
2023-01,Cheese,East,10575
2023-01,Milk,North,20806
2023-03,Milk,North,14313
2023-10,Cheese,North,10584
2023-04,Yogurt,East,27837
2023-04,ChocoMilk Deluxe,East,277120
2023-02,Milk,East,17493
2023-01,Cheese,North,12926
2023-03,Milk,East,19966
2023-11,Cheese,East,15326
2023-04,ChocoMilk Deluxe,West,249000
2023-03,Cheese,South,22815
2023-08,Cheese,South,25290
2023-10,Milk,East,5635
2023-01,ChocoMilk Deluxe,North,219410
2023-02,Cheese,West,11670
2023-07,Yogurt,West,24746
2023-04,Cheese,South,17953
2023-08,Milk,West,23051
2023-11,ChocoMilk Deluxe,West,130470
2023-03,Milk,West,21673
2023-06,Yogurt,East,35487
2023-09,Yogurt,South,25254
2023-01,Milk,South,19983
2023-01,Milk,North,16780
2023-08,Yogurt,East,38481
2023-03,Cheese,West,16484
2023-05,Milk,East,27605
2023-01,Milk,West,26080
2023-05,Yogurt,West,24193
2023-11,ChocoMilk Deluxe,North,292580
2023-06,ChocoMilk Deluxe,North,155090
2023-08,Cheese,North,20717
2023-03,Cheese,West,17545
2023-03,Milk,West,21756
2023-12,Milk,East,12908
2023-11,ChocoMilk Deluxe,South,124730
2023-11,Yogurt,West,9982
2023-10,Yogurt,East,34954
2023-09,Cheese,East,12979
2023-04,ChocoMilk Deluxe,West,222420
2023-04,ChocoMilk Deluxe,West,118960
2023-12,Cheese,North,23323
2023-07,Milk,North,32149
2023-02,Cheese,North,28454
2023-08,Milk,East,12803
2023-06,ChocoMilk Deluxe,North,133580
2023-03,Cheese,West,13977
2023-09,Yogurt,North,23207
2023-05,Yogurt,West,6971
2023-08,Cheese,West,13519
2023-07,Milk,South,11182
2023-08,ChocoMilk Deluxe,South,249800
2023-07,Milk,North,22426
2023-03,Yogurt,West,10954
2023-02,Yogurt,South,22204
2023-07,Milk,East,17084
2023-03,ChocoMilk Deluxe,South,258780
2023-03,Cheese,North,17984
2023-02,Yogurt,East,24073
2023-04,Yogurt,East,27126
2023-08,Cheese,West,31508
2023-12,Milk,West,24162
2023-01,Yogurt,West,20133
2023-01,Yogurt,West,7682
2023-12,Milk,South,6585
2023-05,Yogurt,North,20438
2023-11,Yogurt,North,26229
2023-05,Cheese,West,7538
2023-11,Milk,South,5519
2023-12,Cheese,South,17713
2023-01,Milk,South,7720
2023-06,Cheese,North,17648
2023-01,ChocoMilk Deluxe,West,81620
2023-05,Milk,South,21622
2023-09,Milk,South,31736
2023-12,Yogurt,West,13961
2023-05,Milk,South,14892
2023-06,Milk,North,14219
2023-08,Yogurt,East,29715
2023-11,Yogurt,North,9086
2023-01,Yogurt,West,21109
2023-02,Yogurt,West,22160
2023-09,Cheese,North,20812
2023-03,ChocoMilk Deluxe,East,251620
2023-06,Milk,West,9013
2023-05,Cheese,West,19501
2023-11,Cheese,North,23317
2023-02,Milk,East,9324
2023-07,Cheese,East,12835
2023-04,Yogurt,East,31599
2023-01,Cheese,West,20572
2023-04,Cheese,East,24277
2023-06,Yogurt,North,28779
2023-07,Yogurt,West,15710
2023-07,Milk,East,13060
2023-07,Cheese,South,24330
2023-03,Milk,East,23075
2023-06,Milk,East,19954
2023-08,Yogurt,West,9937
2023-04,Milk,North,13958
2023-08,Milk,South,19192
2023-02,Milk,West,7184
2023-10,ChocoMilk Deluxe,East,206410
2023-09,Milk,West,6388
2023-09,Yogurt,West,29990
2023-08,Milk,South,24001
2023-10,Yogurt,East,39789
2023-10,ChocoMilk Deluxe,West,86470
2023-01,Cheese,North,23548
2023-02,ChocoMilk Deluxe,South,222230
2023-06,Yogurt,West,6206
2023-10,Yogurt,South,14847
2023-05,Yogurt,West,9872
2023-12,Milk,West,22388
2023-09,Cheese,West,23362
2023-05,ChocoMilk Deluxe,North,219340
2023-02,Cheese,North,14891
2023-10,ChocoMilk Deluxe,North,103880
2023-04,Yogurt,West,16208
2023-09,Cheese,North,27363
2023-01,Yogurt,South,18591
2023-11,ChocoMilk Deluxe,North,213810
2023-01,Cheese,South,23679
2023-12,Milk,East,25327
2023-07,Yogurt,East,29919
2023-11,ChocoMilk Deluxe,North,299970
2023-03,Yogurt,North,18261
2023-10,Milk,South,6985
2023-02,Milk,West,13648
2023-09,ChocoMilk Deluxe,South,170520
2023-03,Milk,East,22277
2023-02,Cheese,West,10746
2023-12,Milk,South,11079
2023-08,Milk,North,23087
2023-10,Cheese,East,27817
2023-06,Milk,East,20926
2023-06,Yogurt,North,25408
2023-10,Cheese,South,17228
2023-11,Cheese,North,26067
2023-07,Cheese,South,14365
2023-07,ChocoMilk Deluxe,East,67930
